Unnamed: 0,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,Total_Bathrooms,House_Age,Years_Since_Remodel,Total_Porch_SF,Total_Living_Area,Total_Outdoor_Area
1247,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,102,9373,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84,3,CBlock,3,1,3,6,2,196,456,1152,GasA,3,Y,SBrkr,1152,0,1152,0,0,1,1,3,1,6,8,0,Detchd,1,2,636,3,2,0,0,0,0,0,0,0,0,,0,5,2008,WD ,Normal,137500,-93.617084,42.040301,1.5,55,55,0,2304,0
1248,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12774,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,1,North_Ames,Norm,Norm,OneFam,One_Story,Average,1953,1953,Hip,CompShg,MetalSd,MetalSd,,0,3,PConc,3,1,4,2,2,128,232,984,GasW,3,N,SBrkr,950,0,950,0,0,1,0,2,1,5,8,0,Detchd,1,2,400,3,2,0,32,0,0,0,0,0,2,,0,7,2008,WD ,Normal,130000,-93.617086,42.040391,1.0,55,55,32,1934,32
1249,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,14250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360,3,CBlock,3,1,1,7,1,0,998,998,GasA,3,Y,SBrkr,1790,0,1790,0,0,2,0,3,1,6,8,2,Attchd,3,2,540,3,2,0,40,0,0,0,0,0,0,Shed,1500,9,2008,WD ,Normal,180000,-93.6194043,42.0404436,2.0,51,51,40,2788,40
1250,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0,3,CBlock,3,2,5,1,1,0,100,952,GasA,3,Y,SBrkr,952,0,952,1,0,1,0,2,1,4,8,0,Detchd,1,2,840,3,2,0,0,0,0,0,0,0,0,,0,6,2008,COD,Abnorml,139000,-93.615621,42.039531,2.0,57,57,0,1904,0
1251,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,57,7677,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1953,1953,Gable,CompShg,VinylSd,VinylSd,,0,3,CBlock,3,1,4,2,1,0,203,773,GasA,4,Y,SBrkr,773,0,773,0,0,1,0,2,1,4,8,0,Attchd,1,1,240,3,2,0,0,0,0,0,0,0,0,,0,4,2008,WD ,Abnorml,110000,-93.61707,42.038516,1.0,55,55,0,1546,0
1252,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,8838,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Fair,1957,1982,Gable,CompShg,MetalSd,MetalSd,,0,3,BrkTil,0,0,0,5,0,0,0,0,GasA,4,Y,SBrkr,1764,0,1764,0,0,2,1,4,1,7,3,1,Attchd,3,1,301,3,2,0,72,0,0,0,0,0,0,,0,10,2008,WD ,Normal,100000,-93.612264,42.039445,2.5,51,26,72,1764,72
1253,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,80,8480,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Average,1947,1950,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,3,6,1,0,390,832,GasA,3,Y,SBrkr,832,384,1216,0,0,1,0,2,1,6,8,0,Detchd,1,1,336,3,2,158,0,102,0,0,0,0,0,,0,10,2008,COD,Abnorml,118500,-93.6165173,42.0372039,1.0,61,58,102,2048,260
1254,Duplex_All_Styles_and_Ages,Residential_Low_Density,76,12436,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,Duplex,One_Story,Average,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,1,7,1,0,1824,1824,GasA,2,Y,FuseA,1824,0,1824,0,0,2,0,5,2,9,8,0,Detchd,1,2,484,3,2,0,0,0,0,0,0,0,0,,0,1,2008,WD ,Normal,146000,-93.618457,42.03471,2.0,51,51,0,3648,0
1255,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,10122,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_Story,Above_Average,1948,1950,Gable,CompShg,MetalSd,MetalSd,,0,3,Slab,0,0,0,5,0,0,0,0,GasA,3,N,SBrkr,869,0,869,0,0,1,0,1,1,3,8,0,Detchd,1,1,390,3,0,0,0,66,0,0,0,0,4,,0,8,2008,WD ,Normal,89900,-93.615484,42.037302,1.0,60,58,66,869,66
1256,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,45,7506,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1925,1950,Gable,CompShg,VinylSd,VinylSd,,0,4,PConc,3,1,1,7,1,0,747,747,GasA,3,Y,SBrkr,747,412,1159,0,0,1,0,3,1,5,8,0,Detchd,1,1,288,3,0,84,0,96,0,0,0,0,0,,0,5,2008,WD ,Normal,114000,-93.615484,42.037459,1.0,83,58,96,1906,180
1257,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10930,Pave,Gravel,Regular,Bnk,AllPub,Inside,3,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,4,2,1,0,333,913,GasA,3,Y,FuseA,1048,510,1558,1,0,1,1,3,1,6,8,1,Attchd,1,1,288,3,2,0,0,0,0,0,0,0,0,,0,4,2008,WD ,Normal,140000,-93.61076,42.035893,2.5,63,58,0,2471,0
1258,One_Story_1945_and_Older,Residential_Low_Density,60,5400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,One_Story,Good,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,672,672,GasA,4,Y,SBrkr,672,0,672,0,0,1,0,2,1,4,8,0,Detchd,1,1,308,3,0,88,108,0,0,0,0,0,0,,0,7,2008,WD ,Normal,86900,-93.612269,42.035723,1.0,68,3,108,1344,196
1259,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10836,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,3,1,1,7,1,0,892,892,GasA,5,Y,SBrkr,1254,182,1436,0,1,1,0,3,1,7,8,1,Detchd,1,4,1488,3,0,0,0,100,0,0,0,0,2,,0,6,2008,WD ,Normal,139000,-93.612265,42.035938,1.5,86,58,100,2328,100
1260,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,60,10800,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,TwoFmCon,Two_Story,Good,1900,2000,Gable,CompShg,MetalSd,MetalSd,,0,3,BrkTil,0,0,0,5,0,0,0,0,GasA,3,N,FuseA,694,600,1294,0,0,2,0,3,2,7,8,0,No_Garage,0,0,0,0,0,220,114,210,0,0,0,0,0,,0,8,2008,WD ,Normal,106250,-93.612253,42.035222,2.0,108,8,324,1294,544
1261,Two_Story_1946_and_Newer,Residential_Low_Density,70,9247,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318,3,CBlock,3,1,3,6,1,0,539,858,GasA,5,Y,SBrkr,858,858,1716,0,0,1,1,4,1,8,8,1,Attchd,3,2,490,3,2,0,84,0,0,120,0,0,0,,0,3,2008,WD ,Normal,171000,-93.607422,42.040021,1.5,46,46,204,2574,204
1262,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10180,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,North_Ames,Feedr,Norm,OneFam,One_Story,Above_Average,1968,1968,Gable,CompShg,HdBoard,Plywood,,0,3,CBlock,3,1,3,6,1,0,168,912,GasA,3,Y,SBrkr,1044,0,1044,0,1,1,1,3,1,5,8,1,Attchd,3,2,372,3,2,200,48,0,0,0,0,0,2,Shed,450,6,2008,WD ,Normal,139000,-93.610663,42.040142,2.0,40,40,48,1956,248
1263,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,11355,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125,3,CBlock,3,1,4,2,1,0,675,1312,GasA,5,Y,SBrkr,1312,0,1312,0,0,1,1,3,1,6,8,1,Attchd,2,2,495,3,2,0,304,144,0,0,0,0,3,Othr,6500,4,2008,WD ,Normal,186000,-93.605189,42.041173,1.5,50,7,448,2624,448
1264,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10920,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212,3,CBlock,3,1,4,2,1,0,520,1253,GasA,3,Y,SBrkr,1253,0,1253,1,0,1,1,2,1,5,8,1,Attchd,2,1,352,3,2,0,213,176,0,0,0,0,2,,0,5,2008,WD ,Normal,157000,-93.605659,42.038686,2.5,48,48,389,2506,389
1265,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12929,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276,3,CBlock,3,4,6,3,1,0,384,1081,GasA,3,Y,SBrkr,1081,0,1081,1,0,1,0,3,1,5,8,0,CarPort,1,1,401,3,2,36,82,0,0,0,0,0,0,,0,6,2008,WD ,Normal,148000,-93.607174,42.039987,2.0,48,15,82,2162,118
1266,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,313,27650,Pave,No_Alley_Access,Moderately_Irregular,HLS,AllPub,Inside,2,North_Ames,PosA,Norm,OneFam,One_Story,Good,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0,3,CBlock,3,4,6,3,1,0,160,585,GasA,5,Y,SBrkr,2069,0,2069,1,0,2,0,4,1,9,8,1,Attchd,2,2,505,3,2,0,0,0,0,0,0,0,0,,0,11,2008,WD ,Normal,242000,-93.604106,42.039568,3.0,48,1,0,2654,0
1267,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,8892,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1953,1996,Gable,CompShg,WdShing,Wd Shng,,0,3,Stone,3,3,1,7,1,0,105,105,GasA,4,Y,SBrkr,910,0,910,0,0,1,0,3,1,5,8,0,Attchd,1,2,414,3,2,196,0,150,0,0,0,0,2,,0,10,2008,WD ,Normal,116000,-93.608219,42.03807,1.0,55,12,150,1015,346
1268,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1951,1951,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,2,4,1,0,444,876,GasA,3,Y,SBrkr,876,0,876,0,0,1,0,2,1,5,8,1,Detchd,1,2,576,3,2,0,0,0,0,0,0,0,0,,0,2,2008,WD ,Abnorml,94000,-93.607957,42.037125,1.0,57,57,0,1752,0
1269,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1950,1950,Hip,CompShg,MetalSd,MetalSd,,0,3,CBlock,0,0,0,5,0,0,0,0,GasA,4,Y,SBrkr,1048,0,1048,0,0,1,0,3,1,7,6,0,Detchd,1,2,420,3,2,0,27,0,0,0,0,0,0,,0,7,2008,WD ,Normal,98300,-93.608909,42.037104,1.0,58,58,27,1048,27
1270,Split_or_Multilevel,Residential_Low_Density,70,7910,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,SLvl,Average,1960,1960,Hip,CompShg,BrkFace,HdBoard,,0,3,CBlock,3,1,5,1,1,0,409,1075,GasA,4,Y,SBrkr,1507,0,1507,0,0,2,0,4,1,7,4,0,Basment,1,1,404,3,2,0,0,0,0,0,0,0,2,,0,8,2008,WD ,Normal,127000,-93.60688,42.035813,2.0,48,48,0,2582,0
1271,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0,3,PConc,3,1,4,2,3,488,292,1256,GasA,4,Y,FuseA,1256,0,1256,1,0,1,1,3,1,6,8,0,Attchd,2,1,311,3,2,0,240,0,0,0,0,0,0,,0,5,2008,WD ,Normal,159000,-93.605971,42.037162,2.5,49,49,240,2512,240
1272,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1962,1962,Gable,CompShg,BrkFace,MetalSd,,0,3,CBlock,3,1,4,2,3,319,188,1027,GasA,3,Y,SBrkr,1027,0,1027,0,1,1,0,3,1,6,8,0,Attchd,1,1,299,3,2,0,0,0,0,0,0,0,0,,0,11,2008,WD ,Normal,125900,-93.60597,42.037006,1.5,46,46,0,2054,0
1273,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7931,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,,0,3,CBlock,3,1,4,2,2,532,363,1269,GasA,3,Y,FuseA,1269,0,1269,0,0,1,1,3,1,6,8,1,Detchd,1,1,308,3,2,0,0,0,0,0,0,0,0,,0,6,2008,WD ,Normal,155000,-93.606788,42.037291,1.5,48,48,0,2538,0
1274,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,8064,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,5,1,1,0,453,768,GasA,5,Y,SBrkr,819,501,1320,0,0,2,0,3,1,5,8,0,Detchd,1,2,576,3,2,108,0,0,0,0,0,0,2,,0,9,2008,WD ,Normal,138000,-93.610604,42.034811,2.0,60,58,0,2088,108
1275,One_and_Half_Story_Unfinished_All_Ages,Residential_Low_Density,64,6390,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Feedr,Norm,OneFam,One_and_Half_Unf,Good,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,1,7,1,0,936,936,GasA,3,Y,FuseA,984,0,984,1,0,1,0,2,1,4,8,0,Detchd,1,1,280,3,2,0,0,0,0,0,0,0,2,,0,6,2008,WD ,Normal,112500,-93.607948,42.034564,2.0,54,54,0,1920,0
1276,One_and_Half_Story_Unfinished_All_Ages,Residential_Low_Density,59,7227,Pave,No_Alley_Access,Regular,HLS,AllPub,Corner,2,North_Ames,Artery,Norm,OneFam,One_and_Half_Unf,Above_Average,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,1,7,1,0,832,832,GasA,4,Y,SBrkr,832,0,832,0,0,1,0,2,1,4,8,0,Detchd,1,2,528,3,2,0,0,0,0,0,0,0,0,,0,6,2008,WD ,Normal,105500,-93.608765,42.034789,1.0,54,54,0,1664,0
1277,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Average,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,3,6,1,0,181,854,GasA,2,Y,FuseA,854,424,1278,0,0,1,0,4,1,6,8,0,Attchd,1,1,240,3,2,0,0,0,0,0,0,0,1,,0,4,2008,WD ,Normal,127500,-93.608903,42.034686,1.0,54,54,0,2132,0
1278,Duplex_All_Styles_and_Ages,Residential_Low_Density,113,8513,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Artery,Norm,Duplex,One_Story,Average,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,,0,3,CBlock,3,3,1,7,1,0,1800,1800,GasA,3,N,SBrkr,1800,0,1800,0,0,2,0,6,2,10,8,0,No_Garage,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,2008,WD ,Abnorml,130000,-93.6071073,42.0347301,2.0,47,47,0,3600,0
1279,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1955,1967,Gable,CompShg,MetalSd,MetalSd,,0,4,CBlock,3,2,6,3,1,0,398,768,GasA,4,Y,SBrkr,1024,564,1588,0,0,1,1,3,1,6,8,0,Detchd,1,2,480,3,2,0,0,0,0,0,0,0,0,,0,3,2008,WD ,Normal,150000,-93.607799,42.034636,1.5,53,41,0,2356,0
1280,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,1,7,1,0,825,825,GasA,3,Y,FuseA,825,0,825,0,1,1,0,2,1,4,8,0,Attchd,1,1,350,3,2,0,0,0,0,0,0,0,0,,0,7,2008,WD ,Normal,109500,-93.607801,42.034801,1.5,54,54,0,1650,0
1281,Two_Story_1946_and_Newer,Residential_Low_Density,71,7056,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,Two_Story,Average,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415,3,CBlock,3,1,4,2,1,0,380,780,GasA,3,Y,SBrkr,983,813,1796,1,0,1,1,4,1,8,8,1,Attchd,2,2,483,3,2,0,50,0,0,0,0,0,0,,0,10,2008,WD ,Normal,140000,-93.604986,42.036973,2.5,45,45,50,2576,50
1282,Two_Story_1946_and_Newer,Residential_Low_Density,80,9760,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,2,North_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360,3,CBlock,3,4,6,3,2,106,0,780,GasA,3,Y,SBrkr,798,813,1611,1,0,1,1,4,1,7,8,0,Attchd,2,2,442,3,2,328,128,0,0,189,0,0,0,,0,6,2008,WD ,Normal,167900,-93.604837,42.037025,2.5,44,44,317,2391,645
1283,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,69,7590,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,PosN,Norm,OneFam,One_Story,Average,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,1,7,1,0,1117,1117,GasA,5,Y,SBrkr,1117,0,1117,0,0,1,0,3,1,6,8,0,Attchd,1,1,264,3,2,0,0,0,0,0,0,0,0,,0,5,2008,COD,Normal,136870,-93.603702,42.035724,1.0,45,45,0,2234,0
1284,One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,56,9836,Pave,Gravel,Regular,Bnk,AllPub,Inside,3,Old_Town,Artery,Norm,OneFam,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,96,192,GasA,4,N,SBrkr,1133,0,1133,1,0,1,0,3,1,7,8,0,Detchd,1,1,308,3,2,0,175,0,0,0,0,0,0,,0,12,2008,WD ,Abnorml,143000,-93.6195726,42.0342174,2.0,0,0,175,1325,175
1285,One_Story_1945_and_Older,Residential_Medium_Density,30,5232,Pave,Gravel,Irregular,Bnk,AllPub,Inside,3,Old_Town,Artery,Norm,OneFam,One_Story,Average,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,3,1,1,7,1,0,680,680,GasA,4,N,FuseP,764,0,764,0,0,1,0,2,1,4,8,0,Detchd,1,2,504,3,0,0,0,0,0,0,0,0,0,,0,6,2008,WD ,Normal,73000,-93.619415,42.034128,1.0,83,4,0,1444,0
1286,Two_Story_1945_and_Older,Residential_Medium_Density,60,10440,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1904,2002,Gable,CompShg,MetalSd,MetalSd,,0,3,PConc,3,1,1,7,1,0,650,650,GasA,4,Y,SBrkr,958,581,1539,0,0,2,0,3,1,8,8,1,Detchd,1,2,686,3,1,70,78,68,0,0,0,0,0,,0,6,2008,WD ,Normal,157500,-93.615582,42.033379,2.0,104,6,146,2189,216
1287,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,57,9184,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Good,1948,2005,Gable,CompShg,WdShing,Wd Shng,,0,3,BrkTil,3,1,1,7,1,0,780,780,GasA,5,Y,SBrkr,948,375,1323,0,0,1,0,3,1,6,8,0,Detchd,1,2,400,3,2,0,0,0,0,0,0,0,0,,0,7,2008,WD ,Normal,122600,-93.62005,42.032611,1.0,60,3,0,2103,0
1288,Two_Story_1945_and_Older,Residential_Medium_Density,80,4800,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Average,1910,2003,Gable,CompShg,AsbShng,AsbShng,,0,3,BrkTil,2,1,1,7,1,0,680,680,GasA,2,N,SBrkr,680,680,1360,0,0,1,0,2,1,6,8,0,Attchd,1,1,330,3,2,192,50,0,0,0,0,0,0,,0,1,2008,WD ,Normal,111000,-93.61648,42.0330566,1.0,98,5,50,2040,242
1289,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,10440,Pave,Gravel,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Good,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0,4,BrkTil,3,1,2,4,1,0,1017,1510,GasW,5,Y,SBrkr,1584,1208,2792,0,0,2,0,5,1,8,7,2,Detchd,1,2,520,3,2,0,547,0,0,480,0,0,3,Shed,1150,6,2008,WD ,Normal,256000,-93.615596,42.032392,2.0,88,58,1027,4302,1027
1290,One_Story_1945_and_Older,Residential_Medium_Density,60,4800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,1,7,1,0,672,672,GasA,3,Y,SBrkr,672,0,672,0,0,1,0,2,1,4,8,0,Detchd,1,1,256,3,2,0,0,0,0,0,0,0,3,,0,8,2008,WD ,Normal,64000,-93.616991,42.032419,1.0,68,58,0,1344,0
1291,Two_and_Half_Story_All_Ages,Residential_Medium_Density,60,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_and_Half_Unf,Good,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,3,1,1,7,1,0,728,728,GasA,4,Y,SBrkr,728,728,1456,0,0,1,1,4,1,7,8,0,Detchd,1,1,308,2,0,0,0,248,0,0,0,0,0,,0,6,2008,WD ,Normal,139500,-93.617106,42.03136,1.5,93,3,248,2184,248
1292,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,63,11426,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,TwoFmCon,One_and_Half_Fin,Above_Average,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,Stone,3,1,1,7,1,0,828,828,GasA,4,Y,FuseA,828,658,1594,0,0,2,0,3,2,9,8,0,No_Garage,0,0,0,0,0,0,172,109,0,0,0,0,0,,0,6,2008,WD ,Normal,118000,-93.6189373,42.030427,2.0,98,12,281,2422,281
1293,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,63,11426,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,1362,1362,GasA,5,Y,SBrkr,1362,720,2082,0,0,2,1,3,1,6,7,0,Detchd,1,2,484,3,0,280,238,0,0,0,0,0,0,,0,6,2008,WD ,Normal,200000,-93.6195822,42.0304142,2.5,5,5,238,3444,518
1294,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,63,7628,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1940,1985,Gable,CompShg,MetalSd,MetalSd,,0,4,BrkTil,3,1,1,7,1,0,801,801,GasA,4,Y,FuseA,1095,561,1656,0,0,2,0,2,1,8,7,0,Detchd,1,2,440,3,2,187,0,0,0,0,0,0,0,,0,5,2008,WD ,Normal,119164,-93.6198478,42.030418,2.0,68,23,0,2457,187
